Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use
300.0,Midtown Tower,Tokyo,247.9,813.0,54.0,2007.0,steel,hotel / office
301.0,28 Liberty,New York C ity,247.8,813.0,60.0,1961.0,steel,office / retail
302.0,Artwin I,Incheon,247.8,813.0,72.0,2015.0,concrete,residential / hotel
302.0,Artwin II,Incheon,247.8,813.0,72.0,2015.0,concrete,residential / hotel
304.0,Hwaseong Dongtan Metapolis 104,Hwaseong,247.4,812.0,66.0,2010.0,concrete,residential
305.0,State Tower,Bangkok,247.2,811.0,68.0,2001.0,concrete,residential / serviced apartments / hotel / office
306.0,Jia Fa C entre,C hongqing,247.2,811.0,52.0,2015.0,concrete,hotel / office / retail
307.0,"C hengdu International Finance
Square Tower 1",C hengdu,247.0,810.0,50.0,2014.0,composite,office
307.0,"C hengdu International Finance
Square Tower 2",C hengdu,247.0,810.0,50.0,2014.0,composite,office
309.0,Midland Square,Nagoya,247.0,810.0,48.0,2007.0,steel,office
310.0,Rolex Tower,Dubai,246.8,810.0,59.0,2010.0,concrete,residential / office
311.0,YooPanama Inspired by Starck,Panama C ity,246.8,810.0,78.0,2013.0,concrete,residential
312.0,4 Times Square,New York C ity,246.5,809.0,48.0,1999.0,steel,office
313.0,MetLife Building,New York C ity,246.3,808.0,59.0,1963.0,steel,office
314.0,Kai Yuan World C enter,Shijiazhuang,246.0,807.0,52.0,2012.0,composite,multiple
315.0,Evolution Tower,Moscow,245.9,807.0,55.0,2015.0,concrete,office
316.0,Shenzhen Stock Exchange,Shenzhen,245.8,806.0,46.0,2013.0,composite,office
317.0,Ocean Two,Panama C ity,245.7,806.0,73.0,2010.0,concrete,residential
318.0,Bloomberg Tower,New York C ity,245.6,806.0,54.0,2004.0,concrete/steel,residential / office
319.0,FKI Tower,Seoul,245.5,805.0,50.0,2013.0,composite,office
320.0,Forebase Financial Plaza,C hongqing,245.3,805.0,54.0,2014.0,concrete,hotel / office
321.0,"Longemont Asia Pacific C enter
Tower A",Shenyang,245.2,804.0,56.0,2013.0,concrete,office
321.0,"Longemont Asia Pacific C enter
Tower B",Shenyang,245.2,804.0,56.0,2013.0,concrete,office
323.0,The Sail @ Marina Bay,Singapore,245.0,804.0,70.0,2008.0,concrete,residential
324.0,Al Fattan Tower,Dubai,245.0,804.0,51.0,2006.0,concrete,residential
324.0,JR C entral Office Tower,Nagoya,245.0,804.0,51.0,2000.0,composite,office
324.0,Oasis Beach Tower,Dubai,245.0,804.0,51.0,2006.0,concrete,residential
327.0,"Marina Bay Financial C entre Office
Tower II",Singapore,245.0,804.0,50.0,2010.0,concrete,office
327.0,One Raffles Quay North Tower,Singapore,245.0,804.0,50.0,2006.0,composite,office
329.0,Sinarmas MSIG Tower,Jakarta,245.0,804.0,48.0,2015.0,concrete,office
330.0,Anhui New Broadcasting & TV C enter,Hefei,245.0,804.0,46.0,2013.0,composite,office
331.0,Global Harbor North Tower,Shanghai,245.0,804.0,45.0,2014.0,concrete,"serviced apartments /
office / retail"
331.0,Global Harbor South Tower,Shanghai,245.0,804.0,45.0,2014.0,concrete,"office / residential /
hotel / retail"
333.0,Ocean Financial C entre,Singapore,245.0,804.0,43.0,2011.0,concrete,office
334.0,Shin Kong Life Tower,Taipei,244.8,803.0,51.0,1993.0,steel,office
335.0,Palm Tower 1,Doha,244.4,802.0,58.0,2011.0,composite,office
335.0,Palm Tower 2,Doha,244.4,802.0,58.0,2011.0,composite,office
337.0,C ity Gate Tower,Ramat Gan,244.0,801.0,68.0,2001.0,concrete,residential / office
338.0,C hifley Tower,Sydney,244.0,801.0,50.0,1992.0,steel,office
339.0,Gramercy Residences,Makati,243.9,800.0,71.0,2013.0,concrete,residential
340.0,Arenco Tower,Dubai,243.8,800.0,46.0,2008.0,concrete,office
341.0,Yixing Dongjiu Tower,Yixing,243.8,800.0,56.0,2012.0,composite,hotel / office
342.0,Menara Maybank,Kuala Lumpur,243.5,799.0,50.0,1988.0,concrete,office
343.0,"Tokyo Metropolitan Government
Building",Tokyo,243.4,799.0,48.0,1991.0,concrete,office
344.0,Federation Towers - Zapad Tower,Moscow,243.2,798.0,63.0,2008.0,concrete,residential / office
345.0,Soleil,Brisbane,243.0,797.0,79.0,2012.0,concrete,residential
346.0,R&F C enter,Guangzhou,243.0,797.0,54.0,2007.0,concrete,office
347.0,C itigroup C entre,Sydney,243.0,797.0,50.0,2000.0,concrete,office
348.0,Dalian Futures Square 1,Dalian,242.8,797.0,53.0,2010.0,composite,office
348.0,Dalian Futures Square 2,Dalian,242.8,797.0,53.0,2010.0,composite,office
350.0,The Tower,Dubai,242.6,796.0,54.0,2002.0,composite,residential
351.0,Soul,Gold C oast,242.6,796.0,76.0,2012.0,concrete,residential
352.0,Neo C hina Top C ity A1,C hongqing,242.4,795.0,54.0,2009.0,concrete,hotel / office / retail
353.0,Pearl Tower,Panama C ity,242.1,794.0,70.0,2011.0,concrete,residential
354.0,Asia Pacific Tower & Jinling Hotel,Nanjing,242.0,794.0,57.0,2014.0,composite,hotel / office
355.0,Dalian World Trade C enter,Dalian,242.0,794.0,50.0,2000.0,steel,office
356.0,C apitaGreen,Singapore,242.0,794.0,40.0,2014.0,composite,office
357.0,Mellon Bank C enter,Philadelphia,241.4,792.0,54.0,1990.0,composite,office
358.0,IDS Tower,Minneapolis,241.4,792.0,55.0,1973.0,composite,office
359.0,Maxdo C entre,Shanghai,241.3,792.0,55.0,2002.0,,office
360.0,World Trade C enter Doha,Doha,241.1,791.0,51.0,2013.0,composite,office
361.0,"Western International Finance
C enter C onrad H…",C hengdu,241.0,791.0,56.0,2015.0,composite,hotel
362.0,Bank of C hina Mansion,Qingdao,241.0,791.0,54.0,1999.0,,office
363.0,200 C larendon,Boston,240.8,790.0,62.0,1976.0,steel,office
364.0,Bucheon Kumho Richensia Tower 1,Bucheon,240.7,790.0,66.0,2012.0,concrete,residential
364.0,Bucheon Kumho Richensia Tower 2,Bucheon,240.7,790.0,66.0,2012.0,concrete,residential
366.0,Shenzhen Broadcasting C enter I,Shenzhen,240.6,790.0,48.0,2001.0,,office
367.0,Four Seasons Hotel & Tower,Miami,240.4,789.0,64.0,2003.0,concrete,"residential / hotel /
office"
368.0,Manulife Plaza,Hong Kong,240.4,789.0,50.0,1998.0,composite,office
369.0,Kipco Tower,Kuwait C ity,240.0,787.0,60.0,2011.0,concrete,residential / office
369.0,Sunshine 60 Tower,Tokyo,240.0,787.0,60.0,1978.0,composite,office
371.0,Jin Wan Plaza 2,Tianjin,240.0,787.0,58.0,2015.0,composite,office
372.0,Panglin Plaza,Shenzhen,240.0,787.0,57.0,2000.0,,hotel / office
373.0,Suzhou RunHua Global Building B,Suzhou,240.0,787.0,54.0,2010.0,composite,residential
374.0,C rystal Tower,Kuwait C ity,240.0,787.0,52.0,2014.0,concrete,office
375.0,Bahrain World Trade C enter 1,Manama,240.0,787.0,45.0,2008.0,steel/concrete,office
375.0,Bahrain World Trade C enter 2,Manama,240.0,787.0,45.0,2008.0,steel/concrete,office
377.0,Deutsche Bank Place,Sydney,240.0,787.0,39.0,2005.0,composite,office
378.0,NTT DoC oMo Yoyogi Building,Tokyo,240.0,787.0,33.0,2000.0,steel,office
379.0,C omerica Bank Tower,Dallas,239.9,787.0,60.0,1987.0,composite,office
380.0,Duke Energy C enter,C harlotte,239.7,786.0,48.0,2010.0,concrete/steel,office
381.0,Mokdong Hyperion Tower B,Seoul,239.3,785.0,63.0,2003.0,concrete,residential
382.0,300 North LaSalle,C hicago,239.1,785.0,60.0,2009.0,composite,office
383.0,Tianjin Junlin Tianxia Building,Tianjin,239.0,784.0,64.0,2010.0,concrete,residential / hotel
384.0,C ommerce C ourt West,Toronto,239.0,784.0,57.0,1973.0,composite,office
385.0,International Finance C enter,Nanchang,239.0,784.0,48.0,2011.0,concrete,office
386.0,"Marina Bay Financial C entre Office
Tower III",Singapore,239.0,784.0,46.0,2012.0,concrete,office
387.0,Beijing Television C enter,Beijing,239.0,784.0,42.0,2006.0,steel,office
388.0,Discovery Primea,Makati,238.8,783.0,67.0,2014.0,concrete,residential / hotel
389.0,"Anhui International Trade C enter
Tower 1",Hefei,238.8,783.0,57.0,2013.0,composite,office
390.0,Imperia Tower,Moscow,238.7,783.0,60.0,2011.0,concrete,"residential / hotel /
office"
391.0,Xinhua International Building,C hongqing,238.6,783.0,53.0,2011.0,concrete,office / retail
392.0,Tsingdao C enter Tower A,Qingdao,238.3,782.0,51.0,2014.0,composite,office
392.0,Tsingdao C enter Tower B,Qingdao,238.3,782.0,51.0,2014.0,composite,"serviced apartments /
hotel"
394.0,Qingdao Agora,Qingdao,238.3,782.0,52.0,2011.0,composite,office
395.0,Doha Tower,Doha,238.1,781.0,46.0,2012.0,concrete/steel,office
396.0,Roppongi Hills Mori Tower,Tokyo,238.1,781.0,54.0,2003.0,composite,office
397.0,30 Hudson Street,Jersey C ity,238.1,781.0,42.0,2004.0,steel,office
398.0,The Gate Residential Tower 1,Abu Dhabi,238.0,781.0,66.0,2013.0,concrete,residential
398.0,The Gate Residential Tower 2,Abu Dhabi,238.0,781.0,66.0,2013.0,concrete,residential
398.0,The Gate Residential Tower 3,Abu Dhabi,238.0,781.0,66.0,2013.0,concrete,residential
401.0,Vista Tower,Kuala Lumpur,238.0,781.0,60.0,1994.0,composite,office
402.0,C loud Nine,Shanghai,238.0,781.0,58.0,2006.0,,hotel / office
403.0,New World C enter,Shenzhen,238.0,781.0,53.0,2006.0,concrete,office
404.0,Tianjin Xinda Plaza,Tianjin,238.0,781.0,51.0,2004.0,concrete,residential / office
405.0,Bank of America C enter,Houston,237.8,780.0,56.0,1983.0,steel,office
406.0,Sun Tower,Abu Dhabi,237.6,779.0,64.0,2010.0,concrete,residential
407.0,The Bow,C algary,237.4,779.0,57.0,2012.0,steel,office
408.0,555 C alifornia Street,San Francisco,237.4,779.0,52.0,1969.0,steel,office
409.0,Arady Office Tower,Dubai,237.2,778.0,49.0,2015.0,concrete,office
410.0,1 Worldwide Plaza,New York C ity,237.1,778.0,47.0,1989.0,steel,office
411.0,The First World Tower 1,Incheon,236.6,776.0,67.0,2009.0,concrete,residential
411.0,The First World Tower 2,Incheon,236.6,776.0,67.0,2009.0,concrete,residential
411.0,The First World Tower 3,Incheon,236.6,776.0,67.0,2009.0,concrete,residential
411.0,The First World Tower 4,Incheon,236.6,776.0,67.0,2009.0,concrete,residential
415.0,C apella Tower,Minneapolis,236.5,776.0,56.0,1992.0,composite,office
416.0,Wells Fargo C enter,Minneapolis,236.3,775.0,56.0,1988.0,composite,office
417.0,SunnyWorld C enter Main Tower,Nanchang,236.0,774.0,53.0,2014.0,composite,office
418.0,Torre PwC,Madrid,236.0,774.0,52.0,2008.0,concrete,hotel / office
419.0,Future International,C hongqing,236.0,774.0,50.0,2007.0,concrete,office / retail
419.0,One C anada Square,London,236.0,774.0,50.0,1991.0,composite,office
421.0,"Louvre International Furniture
Headquarters B…",Foshan,236.0,774.0,43.0,2014.0,concrete,office
422.0,The Headquarters Business Park,Jeddah,235.9,774.0,55.0,2015.0,concrete/steel,office
423.0,Sorrento 2,Hong Kong,235.7,773.0,66.0,2003.0,concrete,residential
424.0,1201 Third Avenue Tower,Seattle,235.3,772.0,55.0,1988.0,steel,office
425.0,EPH Headquarters,Zhengzhou,235.3,772.0,32.0,2012.0,composite,office
426.0,Huamin Emperor Hotel,Shanghai,235.1,771.0,60.0,2013.0,composite,hotel / office
427.0,The Buildings By Daman,Dubai,235.0,771.0,65.0,2014.0,concrete,"residential / hotel /
office"
428.0,C hurchill Residence,Dubai,235.0,771.0,61.0,2010.0,concrete,residential
429.0,C entara Grand,Bangkok,235.0,771.0,57.0,2008.0,concrete,hotel
429.0,Poly Nanhu Plaza 1,C hangsha,235.0,771.0,57.0,2015.0,composite,office
429.0,Tianjin International Trade Tower 1,Tianjin,235.0,771.0,57.0,2014.0,steel,"serviced apartments /
retail"
432.0,C hangsha Xinhe Delta Office,C hangsha,235.0,771.0,47.0,2014.0,composite,office
433.0,Torre BBVA Bancomer,Mexico C ity,234.9,771.0,50.0,2015.0,steel,office
434.0,8 Shenton Way,Singapore,234.7,770.0,52.0,1986.0,composite,office
435.0,191 Peachtree Tower,Atlanta,234.7,770.0,50.0,1992.0,composite,office
436.0,Brookfield Place,Perth,234.4,769.0,45.0,2012.0,composite,office
437.0,Opera C ity Tower,Tokyo,234.4,769.0,54.0,1997.0,composite,office
438.0,"ÏC E C ondominiums at York C entre
2",Toronto,234.1,768.0,67.0,2015.0,concrete,residential
439.0,Etihad Towers T4,Abu Dhabi,234.0,768.0,66.0,2011.0,concrete,residential
440.0,"Reflection Jomtien Beach
Oceanfront Tower 1",Pattaya,234.0,768.0,57.0,2013.0,concrete,residential
441.0,Park Place,Dubai,234.0,768.0,56.0,2007.0,concrete,residential / office
442.0,C C TV Headquarters,Beijing,234.0,768.0,54.0,2012.0,composite,office
443.0,"Tower Palace One, Tower B",Seoul,233.8,767.0,66.0,2002.0,composite,residential
444.0,Three First National Plaza,C hicago,233.6,767.0,57.0,1981.0,composite,office
445.0,St. Regis Luxury Hotel,Abu Dhabi,233.2,765.0,51.0,2013.0,concrete,hotel / office
446.0,Rivage,Panama C ity,233.2,765.0,70.0,2012.0,concrete,residential
447.0,Southeast Financial C enter,Miami,232.8,764.0,55.0,1983.0,composite,office
448.0,F&F Tower,Panama C ity,232.7,763.0,53.0,2011.0,concrete,office
449.0,Harbourfront Landmark,Hong Kong,232.6,763.0,69.0,2003.0,concrete,residential
450.0,Shinjuku Park Tower,Tokyo,232.6,763.0,52.0,1994.0,steel,hotel / office
451.0,Abraj Al Bait Maqam Tower,Mecca,232.4,762.0,61.0,2012.0,concrete,residential
451.0,Abraj Al Bait Qibla Tower,Mecca,232.4,762.0,61.0,2012.0,concrete,residential
453.0,"International Ocean Shipping
Building",Shanghai,232.4,762.0,50.0,2000.0,,hotel / office
454.0,Heritage Plaza,Houston,232.3,762.0,53.0,1987.0,steel,office
455.0,Torre Waters,Panama C ity,232.0,761.0,69.0,2011.0,concrete,residential
456.0,Suzhou Xindi C enter,Suzhou,232.0,761.0,54.0,2005.0,concrete,"residential / hotel /
office"
457.0,Xindi C enter,Nanjing,232.0,761.0,53.0,2009.0,concrete,office
458.0,C hina Merchants Financial C enter,Nanjing,232.0,761.0,51.0,2007.0,concrete,office
459.0,"C ASC International C enter North
Tower",Shenzhen,232.0,761.0,50.0,2015.0,composite,office
460.0,Abraj Al Bait Marwah Tower,Mecca,232.0,761.0,46.0,2008.0,concrete,residential
460.0,Abraj Al Bait Safa Tower,Mecca,232.0,761.0,46.0,2007.0,concrete,residential
462.0,1818 C enter,Wuhan,232.0,761.0,42.0,2015.0,concrete,office
463.0,MAG 218 Tower,Dubai,231.8,760.0,66.0,2010.0,concrete,residential
464.0,Menara KOMTAR,Penang,231.7,760.0,65.0,1985.0,concrete,office
465.0,Ligao International,Nanchang,231.5,760.0,42.0,2014.0,concrete,office
466.0,Kingtown International C enter,Nanjing,231.2,759.0,56.0,2014.0,composite,hotel / office
467.0,The Arch,Hong Kong,231.0,758.0,65.0,2005.0,concrete,residential
468.0,Tour First,C ourbevoie,231.0,758.0,56.0,2011.0,concrete,office
469.0,Tower Financial C enter,Panama C ity,231.0,758.0,52.0,2011.0,concrete,office
470.0,Sankee Plaza,Nanning,231.0,758.0,50.0,2014.0,composite,office
471.0,C arnegie Hall Tower,New York C ity,230.7,757.0,60.0,1991.0,concrete,office
472.0,The Met,Bangkok,230.6,756.0,69.0,2009.0,concrete,residential
473.0,C hicago Title & Trust C enter,C hicago,230.5,756.0,50.0,1992.0,composite,office
474.0,Enterprise Plaza,Houston,230.4,756.0,55.0,1980.0,composite,office
475.0,BOC OM Financial Towers,Shanghai,230.4,756.0,50.0,1999.0,concrete,office
476.0,383 Madison Avenue,New York C ity,230.3,755.0,47.0,2001.0,steel,office
477.0,World Tower,Sydney,230.0,755.0,73.0,2004.0,concrete,residential
478.0,"SEG-Hitachi Industrial Park
Redevelopment Tow…",Shenzhen,230.0,755.0,65.0,2015.0,composite,residential
478.0,"SEG-Hitachi Industrial Park
Redevelopment Tow…",Shenzhen,230.0,755.0,65.0,2015.0,composite,residential
480.0,Megapolis Torre 1,Panama C ity,230.0,755.0,63.0,2011.0,concrete,residential / hotel
481.0,Huanghe River C enter Building,Dongguan,230.0,755.0,62.0,2009.0,concrete,office
482.0,"Tanhyun Doosan We've the Zenith
105",Goyang,230.0,755.0,59.0,2013.0,concrete,residential
483.0,Grand Riviera Suites,Manila,230.0,755.0,57.0,2014.0,concrete,residential
484.0,Fortune Plaza,Urumqi,230.0,755.0,56.0,2008.0,composite,residential / office
484.0,Menara BC A,Jakarta,230.0,755.0,56.0,2008.0,composite,office
486.0,Regal Palace Hotel,Dongguan,230.0,755.0,53.0,2007.0,,hotel
487.0,New Victory Hotel Tower,Lanzhou,230.0,755.0,51.0,2015.0,concrete,hotel
488.0,110 Bishopgate,London,230.0,755.0,46.0,2011.0,steel,office
489.0,Wanxiang C ity Tower 1,Hangzhou,229.9,754.0,50.0,2015.0,composite,hotel / office / retail
490.0,"C ourtyard & Residence Inn
Manhattan/C entral P…",New York C ity,229.6,753.0,67.0,2013.0,concrete,hotel
491.0,AXA C enter,New York C ity,229.2,752.0,51.0,1985.0,steel,office
492.0,Asia Square Tower 1,Singapore,228.9,751.0,43.0,2011.0,concrete,office
493.0,One Penn Plaza,New York C ity,228.6,750.0,57.0,1972.0,steel,office
494.0,1251 Avenue of the Americas,New York C ity,228.6,750.0,54.0,1972.0,steel,office
495.0,Prudential Tower,Boston,228.6,750.0,52.0,1964.0,steel,office
495.0,Two C alifornia Plaza,Los Angeles,228.6,750.0,52.0,1992.0,steel,office
497.0,Time Warner C enter North Tower,New York C ity,228.3,749.0,55.0,2004.0,concrete/steel,"residential / hotel /
office"
497.0,Time Warner C enter South Tower,New York C ity,228.3,749.0,55.0,2004.0,concrete/steel,residential / office
499.0,Gas C ompany Tower,Los Angeles,228.3,749.0,52.0,1991.0,steel,office
500.0,Goldman Sachs Headquarters,New York C ity,228.3,749.0,44.0,2010.0,steel,office
501.0,Plaza 66 Tower 2,Shanghai,228.2,749.0,46.0,2006.0,concrete,office
502.0,Modern Media Plaza 1,Suzhou,228.1,748.0,42.0,2015.0,composite,office
503.0,"Bofu International Plaza Office
Tower",C hangsha,228.0,748.0,60.0,2014.0,composite,office
503.0,MLC C entre,Sydney,228.0,748.0,60.0,1977.0,concrete,office
505.0,Kaina Business Plaza,C hangzhou,228.0,748.0,56.0,2010.0,concrete,hotel / office
506.0,Kempinski Hotel,Guiyang,228.0,748.0,53.0,2011.0,concrete,hotel
507.0,C OSC O Tower,Hong Kong,228.0,748.0,52.0,1997.0,concrete,office
508.0,Shaanxi Information Mansion,Xi An,228.0,748.0,51.0,2006.0,concrete,office
509.0,Shanglong Building,Shenzhen,228.0,748.0,50.0,2004.0,concrete,"residential / hotel /
office"
510.0,Taiping Finance Tower,Shenzhen,228.0,748.0,48.0,2014.0,steel,office
511.0,C ITIC Plaza,Shanghai,228.0,748.0,47.0,2010.0,composite,office
512.0,New York New York,C hongqing,228.0,748.0,46.0,2004.0,concrete,office / retail
513.0,Trade Tower,Seoul,227.9,748.0,55.0,1988.0,steel,office
514.0,The Leaf,Abu Dhabi,227.9,748.0,57.0,2015.0,concrete,office / residential
515.0,Marina Bay Residences,Singapore,227.1,745.0,55.0,2010.0,concrete,residential
516.0,60 Wall Street,New York C ity,227.1,745.0,55.0,1989.0,steel,office
517.0,One Astor Plaza,New York C ity,227.1,745.0,54.0,1972.0,composite,office
518.0,RSA Battle House Tower,Mobile,227.1,745.0,35.0,2007.0,steel/concrete,office
519.0,Al Faisal Tower,Doha,227.0,745.0,54.0,2011.0,concrete,office
519.0,Governor Phillip Tower,Sydney,227.0,745.0,54.0,1993.0,composite,office
521.0,Marina Bay Suites,Singapore,226.9,744.0,66.0,2013.0,concrete,residential
522.0,Empire Tower,Bangkok,226.8,744.0,62.0,1999.0,steel,office
523.0,The Belcher's Tower 5,Hong Kong,226.7,744.0,61.0,2001.0,concrete,residential
523.0,The Belcher's Tower 6,Hong Kong,226.7,744.0,61.0,2001.0,concrete,residential
525.0,Blue C ross-Blue Shield Tower,C hicago,226.7,744.0,54.0,2010.0,composite,office
526.0,7 World Trade C enter,New York C ity,226.5,743.0,49.0,2006.0,steel/concrete,office
527.0,One Liberty Plaza,New York C ity,226.5,743.0,54.0,1972.0,steel,office
528.0,Le 1250 Boulevard Rene-Levesque,Montreal,226.5,743.0,47.0,1992.0,concrete,office
529.0,Bank of C hina Tower,Shanghai,226.1,742.0,53.0,2000.0,,office
530.0,Swissotel The Stamford,Singapore,226.0,741.0,73.0,1986.0,composite,hotel
531.0,North Point Tower 1,Pattaya,226.0,741.0,57.0,2010.0,concrete/steel,residential
532.0,JR C entral Hotel Tower,Nagoya,226.0,741.0,53.0,2000.0,composite,hotel
533.0,Pullman Shanghai Skyway Hotel,Shanghai,226.0,741.0,52.0,2007.0,concrete,residential / hotel
534.0,"Agricultural Science and Technology
Internati…",Harbin,226.0,741.0,43.0,2014.0,composite,office
535.0,C enterpoint Energy Plaza,Houston,225.9,741.0,53.0,1996.0,steel,office
536.0,Q Tower,Panama C ity,225.8,741.0,68.0,2011.0,concrete,residential
537.0,ASPIN Tower,Dubai,225.6,740.0,60.0,2013.0,concrete,residential / office
538.0,Two Union Square,Seattle,225.6,740.0,56.0,1989.0,composite,office
539.0,Three Logan,Philadelphia,225.3,739.0,55.0,1991.0,steel,office
540.0,Three World Financial C enter,New York C ity,225.2,739.0,51.0,1986.0,steel,office
541.0,Suseong Leader's View Tower A,Daegu,225.0,738.0,57.0,2010.0,concrete,residential
541.0,Suseong Leader's View Tower B,Daegu,225.0,738.0,57.0,2010.0,concrete,residential
543.0,Parque C entral Torre Officinas I,C aracas,225.0,738.0,56.0,1979.0,concrete,office
543.0,Parque C entral Torre Officinas II,C aracas,225.0,738.0,56.0,1983.0,concrete,office
545.0,Al Tayer Tower,Dubai,225.0,738.0,55.0,2009.0,concrete,residential
545.0,Shinjuku Mitsui Building,Tokyo,225.0,738.0,55.0,1974.0,steel,office
545.0,Torre Mayor,Mexico C ity,225.0,738.0,55.0,2003.0,steel,office
548.0,Keraton at the Plaza,Jakarta,225.0,738.0,48.0,2009.0,concrete,residential / hotel
